last_name, first_name,player_id,year,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,
Salazar, Danny,517593,2015,R,3027,51.9,95.6,2346,9.3,85.5,1821,18.8,86.1,1274,3.6,80,2442,16.5,95,2301,,,,,,,,,,68.4,95.5,2335,12.9,84,2008,18.8,86.1,1274,
Bumgarner, Madison,518516,2015,L,3122,40.6,92.6,2315,31.9,86.8,2177,2.1,85.5,1626,16.8,77,2311,8.6,92.9,2289,,,,,,,,,,49.2,92.7,2311,48.7,83.4,2227,2.1,85.5,1626,
Harvey, Matt,518774,2015,R,2617,39.8,96.5,2335,14.7,90.1,2286,12.1,89,1948,11.8,84.2,2175,21.6,96.7,2327,,,,,,,,,,61.3,96.6,2332,26.6,87.5,2239,12.1,89,1948,
Heston, Chris,518790,2015,R,2725,2.3,90.1,2109,13.1,77,2099,11.9,82.7,1932,14.2,74.6,2279,58.5,89.5,2063,,,,,,,,,,60.8,89.5,2064,27.3,75.8,2199,11.9,82.7,1932,
Nelson, Jimmy,519076,2015,R,2671,23.6,94,2275,20.4,87.5,1752,1.2,85.9,2107,18,83.1,2167,36.8,94.1,2112,,,,,,,,,,60.5,94.1,2175,38.4,85.4,1990,1.2,85.9,2107,
Porcello, Rick,519144,2015,R,2712,31.4,92.1,2497,10.1,87.1,2415,10.7,82.9,1688,13.9,75.5,2713,33.8,91.1,2382,,,,,,,,,,65.2,91.6,2437,24,80.4,2593,10.7,82.9,1688,
Sale, Chris,519242,2015,L,3236,0.2,95.7,2341,19.6,79.4,2204,27.9,86.3,2100,,,,52.3,95.2,2280,,,,0,82.1,2215,,,,52.4,95.2,2280,19.6,79.4,2204,28,86.3,2100,
Zimmermann, Jordan,519455,2015,R,2975,61.2,93.6,2328,22.3,88.2,2300,0.4,88.7,2164,15.2,81.1,2231,0.9,94,2312,,,,,,,,,,62.1,93.7,2328,37.5,85.3,2272,0.4,88.7,2164,
De La Rosa, Rubby,523989,2015,R,2978,44.6,95.1,2302,17.2,85.9,1912,21.2,87,2060,1.1,79.5,1769,15.9,94.2,2154,,,,,,,,,,60.5,94.8,2263,18.3,85.5,1905,21.2,87,2060,
Teheran, Julio,527054,2015,R,3218,42.3,92.1,2266,22.8,81.2,1738,8.1,83.3,1507,7.7,72.5,2258,19,91.1,2045,,,,,,,,,,61.3,91.8,2197,30.6,79,1941,8.1,83.3,1507,
Ramirez, Erasmo,541640,2015,R,2359,39.3,91.5,2221,16.7,84.6,2221,23.3,81.3,1677,4.8,78.2,2102,16,91.4,2216,,,,,,,,,,55.2,91.5,2219,21.5,83.2,2198,23.3,81.3,1677,
Cole, Gerrit,543037,2015,R,3207,50.6,96.3,2155,21.4,87.7,1925,3.6,88.8,1708,8,82.2,2465,16.3,96.2,2150,,,,,,,,,,67,96.3,2154,29.4,86.2,2160,3.6,88.8,1708,
DeSclafani, Anthony,543101,2015,R,2832,33.7,93.4,2176,23.9,87.6,2094,7.3,86.3,1630,6.9,79.7,1854,28.1,92.8,1944,,,,,,,,,,61.9,93.1,2070,30.9,85.8,2037,7.3,86.3,1630,
Gray, Sonny,543243,2015,R,3064,37,93.7,2361,16.9,86.5,2200,7.1,88.1,1794,13.3,81.8,2605,22.9,93.5,2289,2.8,91.6,2382,,,,,,,62.7,93.5,2336,30.1,84.4,2426,7.1,88.1,1794,
Hendricks, Kyle,543294,2015,R,2746,2.7,90.9,2320,,,,20.2,80.7,2119,7.3,78.3,2472,60.6,88.8,2063,9.1,88.3,2240,,,,,,,72.5,88.8,2095,7.3,78.3,2472,20.2,80.7,2119,
Koehler, Tom,543408,2015,R,2905,42.1,92.6,2095,14.6,86.1,2119,5,85,1691,22.6,79.4,2390,15.7,93,2082,,,,,,,,,,57.8,92.7,2091,37.2,82,2292,5,85,1691,
McHugh, Collin,543521,2015,R,3209,30.6,91,2141,,,,4.2,82.8,1620,23.5,73.3,2545,2,91.1,2149,39.7,87.4,2359,,,,,,,72.3,89,2259,23.5,73.3,2545,4.2,82.8,1620,
Odorizzi, Jake,543606,2015,R,2725,36,91.9,2180,3.6,82.9,1891,,,,3.3,71.8,2207,14.8,92,2145,12.3,86.7,2081,30,85.6,1457,,,,63.1,90.9,2152,6.9,77.6,2051,30,85.6,1457,
Bauer, Trevor,545333,2015,R,2798,41.1,93.5,2225,4.2,83.6,2075,12.5,85.8,1647,16.8,79.9,2401,12.3,93.7,2209,13.1,86.4,2203,,,,,,,66.5,92.1,2218,21,80.7,2349,12.5,85.8,1647,
Ventura, Yordano,570649,2015,R,2517,29.2,97.3,2200,,,,14.6,87.9,1425,24.2,84.6,2550,28.2,96.8,2102,3.9,92.4,2200,,,,,,,61.2,96.8,2155,24.2,84.6,2550,14.6,87.9,1425,
Fiers, Mike,571666,2015,R,2962,58.2,90,2185,0.1,77.7,1746,15.8,83.6,1792,16,72.9,2540,,,,9.9,84.6,2177,,,,,,,68.1,89.2,2184,16.1,72.9,2537,15.8,83.6,1792,
Miller, Shelby,571946,2015,R,3120,33,94.8,2301,,,,2.3,87,1789,9.6,78.6,2178,34.1,94.5,2242,20.9,87.7,2030,,,,,,,88.1,93,2216,9.6,78.6,2178,2.3,87,1789,
Richards, Garrett,572070,2015,R,3220,29,96.4,2507,33.4,87.8,2722,0,93.2,2416,5.7,79.9,3103,10.8,96.1,2523,20.9,95.8,2437,,,,,,,60.8,96.2,2486,39.2,86.7,2782,0,93.2,2416,
Keuchel, Dallas,572971,2015,L,3447,11.4,89.5,2146,19.4,79.8,2022,13.7,79.6,1617,,,,50.2,90,2044,5.3,85.3,2022,,,,,,,66.9,89.6,2060,19.4,79.8,2022,13.7,79.6,1617,
Walker, Taijuan,592836,2015,R,2607,62.9,94.8,2125,,,,,,,7.8,74.7,1920,2.6,95.8,2134,8.8,90.2,2169,17.9,89.4,1486,,,,74.3,94.3,2130,7.8,74.7,1920,17.9,89.4,1486,
Martinez, Carlos,593372,2015,R,2784,31.5,96.4,2093,,,,17.3,87.4,1990,25.8,85.7,1897,25.3,95.5,1971,,,,,,,,,,56.8,96,2038,25.8,85.7,1897,17.3,87.4,1990,
deGrom, Jacob,594798,2015,R,2929,46.5,95.7,2261,15.7,90.2,2340,12.1,86,1739,9.8,82.3,2068,16,95.3,2143,,,,,,,,,,62.5,95.6,2231,25.4,87.2,2268,12.1,86,1739,
Wacha, Michael,608379,2015,R,2795,58.1,94.8,2103,,,,16.4,87.1,1518,12.8,76.4,2046,,,,12.7,89.8,2035,,,,,,,70.8,93.9,2091,12.8,76.4,2046,16.4,87.1,1518,
Chen, Wei-Yin,612672,2015,L,2962,43.6,92.3,2109,17.1,83.8,2052,10.3,83.4,1488,8.3,73.9,2210,20.7,91.3,2005,,,,,,,,,,64.3,92,2075,25.4,80.6,2110,10.3,83.4,1488,
Wood, Alex,622072,2015,L,2866,,,,,,,18.9,83.6,1815,22.1,80.8,1768,58.9,89.7,1915,,,,,,,,,,58.9,89.7,1915,22.1,80.8,1768,18.9,83.6,1815,
Wainwright, Adam,425794,2019,R,2784,13.6,89.6,2191,,,,2,83.9,1769,36.8,74.9,2752,25.1,90,2171,22.4,84.9,2341,,,,,,,61.1,88,2238,36.8,74.9,2752,2,83.9,1769,
Greinke, Zack,425844,2019,R,3085,41.2,89.9,2326,16.2,83.7,2517,22.1,87.4,1780,14.8,70.6,2446,5.3,90.4,2253,0.1,89.4,2409,0.2,80.1,1703,,,,46.7,89.9,2318,31,77.4,2481,22.3,87.3,1779,
Verlander, Justin,434378,2019,R,3242,49.9,94.6,2577,28.7,87.5,2612,4.2,86.9,1866,17.3,79.4,2821,,,,,,,,,,,,,49.9,94.6,2577,45.9,84.5,2690,4.2,86.9,1866,
Sanchez, Anibal,434671,2019,R,2689,30.1,90.2,2238,2.8,83.2,2306,4.5,70.7,1421,6,76.9,2113,9.7,90.4,2134,23.5,87.6,2316,23.5,84.3,1717,,,,63.3,89.3,2251,8.7,78.9,2180,28,82.1,1670,
Morton, Charlie,450203,2019,R,3138,29.8,94.7,2259,,,,,,,37.3,78.6,2886,19.2,93.9,2102,10.4,85.4,2436,3.3,84.9,2124,,,,59.4,92.8,2237,37.3,78.6,2886,3.3,84.9,2124,
Lester, Jon,452657,2019,L,3041,28.3,90.6,2251,,,,11.9,84.3,1939,15.4,74.5,2606,10.2,89.5,2143,34.2,87.9,2391,,,,,,,72.7,89.1,2302,15.4,74.5,2606,11.9,84.3,1939,
Scherzer, Max,453286,2019,R,2769,48.4,94.9,2474,20.7,85.6,2365,14.5,84.3,1551,8.7,78.5,2719,,,,7.7,89.8,2441,,,,,,,56.2,94.2,2470,29.4,83.5,2472,14.5,84.3,1551,
Bailey, Homer,456701,2019,R,2656,48,93,2095,14.6,87.3,1837,,,,8.9,78.3,1928,2.5,92.7,2030,,,,26,84.2,1122,,,,50.5,93,2091,23.5,83.9,1872,26,84.2,1122,
Lynn, Lance,458681,2019,R,3435,54.1,94.6,2482,,,,3,86.9,1811,9.5,81.2,2352,17.2,92.8,2308,16.2,89,2583,,,,,,,87.5,93.2,2467,9.5,81.2,2352,3,86.9,1811,
Nova, Ivan,467100,2019,R,2946,17.9,92.5,2246,,,,15.8,86.2,2000,16.8,79.9,2257,36.4,92.3,2162,13.2,86.7,2142,,,,,,,67.4,91.3,2181,16.8,79.9,2257,15.8,86.2,2000,
Anderson, Brett,474463,2019,L,2659,18.6,89.4,2028,18.7,81.9,2384,13.4,82.6,1481,5.5,75.6,2393,43.8,90.7,1799,,,,,,,,,,62.4,90.3,1867,24.1,80.5,2386,13.4,82.6,1481,
Kershaw, Clayton,477132,2019,L,2575,43.9,90.3,2477,39.1,86.9,2668,0.6,85.2,2210,16.4,73.5,2463,,,,,,,,,,,,,43.9,90.3,2477,55.5,82.9,2606,0.6,85.2,2210,
Miley, Wade,489119,2019,L,2863,15.8,90.8,2210,1,81.7,2398,20.7,81.2,1869,9.3,75.6,2428,6.3,89.5,2056,47,87.3,2258,,,,,,,69.1,88.3,2229,10.3,76.1,2425,20.7,81.2,1869,
Quintana, Jose,500779,2019,L,2734,36.4,91.4,2016,,,,11,86.5,1287,27.2,77,2215,25.4,91.3,1977,,,,,,,,,,61.8,91.4,2000,27.2,77,2215,11,86.5,1287,
Minor, Mike,501985,2019,L,3357,44.6,92.5,2650,19.4,86.4,2737,24.6,86.2,2287,11.4,80.7,2534,,,,,,,,,,,,,44.6,92.5,2650,30.8,84.3,2660,24.6,86.2,2287,
Samardzija, Jeff,502188,2019,R,3001,27.7,91.6,2571,18.1,84.6,2449,,,,2.5,76.3,2498,19.3,92.2,2480,24.9,88.8,2607,7.7,82.3,1451,,,,71.8,90.8,2559,20.5,83.6,2455,7.7,82.3,1451,
Leake, Mike,502190,2019,R,2968,14.4,88.6,2086,12.6,80.3,2506,20.7,84,1719,7.9,79.3,2572,18.3,88.3,2023,26.1,86.7,2232,,,,,,,58.8,87.6,2131,20.5,79.9,2533,20.7,84,1719,
Darvish, Yu,506433,2019,R,2846,26.8,94.1,2529,13.8,82.4,2725,0.4,83.8,1322,6.9,77.2,2624,11.7,93.4,2280,36.5,86.9,2651,3.8,88.6,1438,,,,75.1,90.5,2533,20.7,80.7,2690,4.2,88.1,1426,
Bumgarner, Madison,518516,2019,L,3239,42.9,91.4,2405,,,,5.4,84.2,1641,18.3,78.8,2645,0.1,92.2,2400,33.3,87.2,2488,,,,,,,76.3,89.6,2441,18.3,78.8,2645,5.4,84.2,1641,
Kelly, Merrill,518876,2019,R,2962,37.3,92,2411,,,,13.4,86,2109,21.3,80.6,2683,9.7,91.5,2313,18.2,89.9,2433,,,,,,,65.2,91.3,2403,21.3,80.6,2683,13.4,86,2109,
Porcello, Rick,519144,2019,R,2927,31.4,91,2434,18.3,84.3,2555,11.9,80.8,1600,12.7,74.9,2810,25.6,89.6,2290,,,,,,,,,,57,90.4,2370,31.1,80.5,2660,11.9,80.8,1600,
Perez, Martin,527048,2019,L,2771,17.5,94.2,2131,,,,22.2,85.3,1795,4.7,79.2,2637,24.8,93.9,2051,30.8,88.5,2307,,,,,,,73.1,91.7,2178,4.7,79.2,2637,22.2,85.3,1795,
Teheran, Julio,527054,2019,R,3034,41.7,89.7,2400,21,82.2,2603,8.2,83.6,1704,6.5,74.8,2762,22.7,89.3,2264,,,,,,,,,,64.4,89.6,2352,27.4,80.4,2643,8.2,83.6,1704,
Cole, Gerrit,543037,2019,R,3360,51.6,97.1,2530,23.2,89.2,2622,7.4,88.6,1870,15.4,82.6,2901,2.4,97.1,2508,,,,,,,,,,54,97.1,2529,38.6,86.6,2736,7.4,88.6,1870,
DeSclafani, Anthony,543101,2019,R,2587,37.2,94.7,2249,24.3,89.4,2315,5.4,88.5,1535,15.1,83.3,2048,18.1,94.5,2086,,,,,,,,,,55.3,94.7,2196,39.4,87.1,2217,5.4,88.5,1535,
Gray, Sonny,543243,2019,R,2807,28.6,93.3,2527,21.1,84.7,2868,4.7,89.7,2047,25.4,81.9,2988,19.6,93.1,2441,0.5,89.3,2570,,,,,,,48.7,93.2,2493,46.5,83.1,2934,4.7,89.7,2047,
Hendricks, Kyle,543294,2019,R,2690,20.5,87.2,2044,,,,28.1,78.6,2115,9.8,71.4,2784,41.6,86.7,1959,,,,,,,,,,62.2,86.9,1987,9.8,71.4,2784,28.1,78.6,2115,
Roark, Tanner,543699,2019,R,2884,25.5,92.1,2145,21.8,86.3,2255,9.8,84.1,1701,12.8,75.7,2746,30,91.9,2087,,,,,,,,,,55.5,92,2113,34.6,82.4,2436,9.8,84.1,1701,
Strasburg, Stephen,544931,2019,R,3383,28.6,93.9,2167,0.4,87.8,2250,20.7,87.7,1679,30.7,81.2,2773,19.7,93.7,2129,,,,,,,,,,48.3,93.8,2152,31,81.3,2767,20.7,87.7,1679,
Bauer, Trevor,545333,2019,R,3686,39.7,94.5,2410,13.9,79.6,2737,7.7,86,1707,19.7,79.1,2548,2.6,94.7,2343,16.5,84.6,2640,,,,,,,58.7,91.8,2457,33.6,79.3,2626,7.7,86,1707,
Tanaka, Masahiro,547888,2019,R,2750,27.3,91.5,2143,36.4,83.3,2390,,,,3.2,76.1,2391,4.7,90.4,1916,1.6,87.5,2077,26.7,86.8,1589,,,,33.7,91.1,2108,39.6,82.7,2390,26.7,86.8,1589,
Ryu, Hyun Jin,547943,2019,L,2705,27.3,90.7,2084,0.3,80.7,2337,27.5,80,1487,12.2,72.7,2573,13.3,90.1,2021,19.4,87,2065,,,,,,,60,89.4,2064,12.5,72.8,2568,27.5,80,1487,
Wheeler, Zack,554430,2019,R,3158,30,96.8,2341,19.8,91.2,2386,10.2,89,1771,10,80.7,2647,29,96.5,2256,,,,1,88.8,1383,,,,59,96.7,2299,29.8,87.6,2473,11.2,88.9,1736,
Boyd, Matthew,571510,2019,L,3024,49.9,92.1,2383,36.1,79.6,2377,6,79.1,1956,4,72.2,2247,3.9,90.2,2353,0,90.5,2330,,,,,,,53.9,92,2381,40.1,78.9,2363,6,79.1,1956,
Corbin, Patrick,571578,2019,L,3299,19.4,91.8,2283,37.1,81.7,2398,5.7,81.8,1646,3.5,67.8,1989,34.3,91.8,2195,,,,,,,,,,53.7,91.8,2227,40.6,80.5,2363,5.7,81.8,1646,
Fiers, Mike,571666,2019,R,2753,32.4,90.4,2327,17.8,85.8,2484,12.5,84.1,1938,17.5,74.1,2786,19.8,90.2,2258,,,,,,,,,,52.2,90.3,2301,35.3,80,2635,12.5,84.1,1938,
Mikolas, Miles,571945,2019,R,2804,27.4,93.7,2303,23.6,87,2321,3.9,87.8,1705,21.4,78.3,2588,23.8,93.4,2227,,,,,,,,,,51.2,93.6,2268,45,82.9,2451,3.9,87.8,1705,
Stroman, Marcus,573186,2019,R,3046,2.4,92.9,2455,30.9,85.7,2838,5.3,87,1929,1,75,2686,36.3,92.5,2345,24.1,91,2615,,,,,,,62.8,91.9,2452,31.8,85.4,2833,5.3,87,1929,
Ray, Robbie,592662,2019,L,3058,42.7,92.4,2257,30.8,84.2,2145,,,,16.5,81.6,2045,10,92.2,2182,,,,,,,,,,52.7,92.4,2243,47.3,83.3,2110,,,,
Syndergaard, Noah,592789,2019,R,3094,29.3,97.8,2197,15.2,89.1,2178,16.3,91.1,1689,9.5,80.4,2275,29.8,97.5,2106,,,,,,,,,,59,97.6,2151,24.7,85.7,2219,16.3,91.1,1689,
Rodriguez, Eduardo,593958,2019,L,3279,38.9,93,2198,2.1,84.7,2195,23.9,87.6,2049,3.3,82.3,2288,15.3,92.9,2141,16.5,88.5,2226,,,,,,,70.7,91.9,2192,5.4,83.2,2253,23.9,87.6,2049,
deGrom, Jacob,594798,2019,R,3075,48.1,96.9,2389,32.4,92.4,2455,15.6,90.2,1698,2.8,84.3,2569,1.1,96.7,2281,,,,,,,,,,49.2,96.9,2387,35.3,91.8,2461,15.6,90.2,1698,
Gonzales, Marco,594835,2019,L,3162,0.9,88.1,2208,,,,24.1,81.2,2171,15.9,76.3,2346,38.6,88.9,2253,20.6,85.2,2246,,,,,,,60.1,87.6,2250,15.9,76.3,2346,24.1,81.2,2171,
Junis, Jakob,596001,2019,R,2924,33.7,91.7,2079,29.7,82.4,2522,5.4,84.6,1336,14.1,79.3,2421,17.3,91,1923,,,,,,,,,,50.9,91.5,2026,43.7,81.4,2490,5.4,84.6,1336,
Musgrove, Joe,605397,2019,R,2654,37.6,92.7,2419,22.1,83.2,2495,10.6,85.3,2001,9.5,82.1,2575,11.9,91.5,2278,8.4,88.7,2514,,,,,,,57.9,91.9,2404,31.6,82.9,2519,10.6,85.3,2001,
Nola, Aaron,605400,2019,R,3331,35.4,93.1,2171,,,,18.6,85.8,1570,35.2,79.1,2574,10.8,92.2,2132,,,,,,,,,,46.2,92.8,2162,35.2,79.1,2574,18.6,85.8,1570,
Fried, Max,608331,2019,L,2669,53.1,93.8,2077,15.9,83.7,2562,2.4,84.8,1514,24.7,74.5,2844,3.5,93.6,1988,0.3,93.5,2115,,,,,,,57,93.8,2072,40.7,78.1,2737,2.4,84.8,1514,
Giolito, Lucas,608337,2019,R,2814,55,94.2,2333,14.7,84.6,2036,26.2,81.7,1563,4.1,79.4,2512,,,,,,,,,,,,,55,94.2,2333,18.8,83.4,2140,26.2,81.7,1563,
Marquez, German,608566,2019,R,2616,35.4,95.7,2225,21.1,87.4,2371,3,87.8,1969,23.5,84.9,2693,17,94.7,2171,,,,,,,,,,52.4,95.4,2207,44.6,86.1,2540,3,87.8,1969,
Eflin, Zach,621107,2019,R,2492,34.2,93.8,2185,31.2,87.1,2248,7.9,86.7,1785,5.1,77.9,2412,21.1,93.2,2090,0.5,89.6,2227,,,,,,,55.8,93.5,2150,36.3,85.8,2271,7.9,86.7,1785,
Buehler, Walker,621111,2019,R,2831,53.2,96.5,2456,14.2,86.8,2867,0.5,91.6,1516,12,80.7,2915,7.1,96.6,2346,13,92.8,2713,,,,,,,73.3,95.9,2491,26.2,84,2891,0.5,91.6,1516,
Berrios, Jose,621244,2019,R,3132,32.2,93.1,2190,,,,15.9,82.5,1705,28.9,81.2,2334,23.1,92.1,2110,,,,,,,,,,55.3,92.7,2156,28.9,81.2,2334,15.9,82.5,1705,
Castillo, Luis,622491,2019,R,3069,29.7,96.4,2170,16.9,85.9,2330,32.5,87.2,1972,,,,20.8,96.5,2073,,,,,,,,,,50.6,96.4,2130,16.9,85.9,2330,32.5,87.2,1972,
Lopez, Reynaldo,625643,2019,R,3161,58.5,95.4,2137,18.3,84.4,2120,14.8,84,1610,8.4,78.3,2084,,,,,,,,,,,,,58.5,95.4,2137,26.6,82.5,2109,14.8,84,1610,
Hudson, Dakota,641712,2019,R,2845,13,93.9,2168,25.7,87.4,2430,2.6,88.1,1459,10,81.9,2196,48.7,93.5,2134,,,,,,,,,,61.7,93.6,2141,35.6,85.9,2364,2.6,88.1,1459,
Keller, Brad,641745,2019,R,2711,41.8,93.7,2295,31.4,84.9,2510,1.4,87.8,1698,,,,25.4,92.8,2100,,,,,,,,,,67.2,93.3,2221,31.4,84.9,2510,1.4,87.8,1698,
Alcantara, Sandy,645261,2019,R,3090,30.2,95.6,2356,21.5,86,2478,12.1,89.1,1923,8.6,82,2481,27.6,95.3,2393,,,,,,,,,,57.8,95.5,2374,30.1,84.8,2479,12.1,89.1,1923,
Soroka, Mike,647336,2019,R,2555,18.7,92.9,2362,24.3,83.2,2776,12.4,81.2,2178,,,,44.6,92.3,2175,,,,,,,,,,63.4,92.4,2231,24.3,83.2,2776,12.4,81.2,2178,
Flaherty, Jack,656427,2019,R,3078,46.7,94.3,2225,27.4,84.8,2384,2,86.2,1704,12.1,78.2,2504,11.8,92.1,2017,,,,,,,,,,58.5,93.8,2183,39.4,82.8,2426,2,86.2,1704,
Lucchesi, Joey,664192,2019,L,2641,,,,,,,,,,35.1,78.9,2091,51.3,90.1,2215,13.6,90.5,2232,,,,,,,64.9,90.2,2219,35.1,78.9,2091,,,,
Bieber, Shane,669456,2019,R,3223,45.7,93.1,2254,26.5,85,2370,7.3,87.6,1725,20.5,82.7,2303,0,93.7,2189,,,,,,,,,,45.8,93.1,2254,47,84,2341,7.3,87.6,1725,
